ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
87IS,small_airport,Seigfried Halfpap Airport,"-91.3207015991211, 39.886199951171875",550,NA,US,US-IL,Quincy,87IS,,87IS
87KS,small_airport,Holyrood Municipal Airport,"-98.40480041503906, 38.587501525878906",1805,NA,US,US-KS,Holyrood,87KS,,87KS
87KY,heliport,Midwest Communication Heliport,"-84.46379852294922, 39.04560089111328",850,NA,US,US-KY,Highland Heights,87KY,,87KY
87LA,closed,Lafayette Hilton Heliport,"-92.0153, 30.196",169,NA,US,US-LA,Lafayette,,,
87MN,small_airport,Erickson Airport,"-95.20159912109375, 48.810298919677734",1155,NA,US,US-MN,Roosevelt,87MN,,87MN
87MO,small_airport,Richters Airport,"-94.25800323486328, 38.69609832763672",915,NA,US,US-MO,East Lynne,87MO,,87MO
87N,heliport,Southampton Heliport,"-72.46399688720703, 40.8473014831543",5,NA,US,US-NY,Southampton,87N,,87N
87NC,small_airport,Angier (C A G Farms) Airport,"-78.6520028114, 35.4687616608",310,NA,US,US-NC,Angier,27NR,,87NC
87NE,small_airport,Knox Landing Airport,"-97.58779907226562, 40.809200286865234",1638,NA,US,US-NE,York,87NE,,87NE
87NJ,heliport,Shore Memorial Hospital Heliport,"-74.59400177001953, 39.31399917602539",75,NA,US,US-NJ,Somers Point,87NJ,,87NJ
87OH,small_airport,Mundron Field,"-84.37359619140625, 41.70560073852539",840,NA,US,US-OH,Fayette,87OH,,87OH
87OI,small_airport,Lake Air Ranch Airport,"-82.62300109863281, 41.272300720214844",690,NA,US,US-OH,Norwalk,87OI,,87OI
87OK,heliport,Wagoner Community Hospital Heliport,"-95.05020141601562, 35.95009994506836",650,NA,US,US-OK,Wagoner,87OK,,87OK
87OR,small_airport,Moondance Ranch Airport,"-121.3290023803711, 42.651798248291016",4980,NA,US,US-OR,Beatty,87OR,,87OR
87PA,small_airport,Waltman Airport,"-79.73870086669922, 40.92649841308594",1360,NA,US,US-PA,Chicora,87PA,,87PA
87TA,small_airport,Cielo Grande Ranch Airport,"-99.2697982788086, 30.18910026550293",2180,NA,US,US-TX,Mountain Home,87TA,,87TA
87TE,small_airport,Rose Field Airport,"-95.8655014038, 29.4519004822",100,NA,US,US-TX,Needville,87TE,,87TE
87TS,heliport,Star Houston Heliport,"-95.44300079345703, 29.783599853515625",123,NA,US,US-TX,Houston,87TS,,87TS
87TX,small_airport,Porter Ranch Airport,"-97.76029968261719, 28.690000534057617",418,NA,US,US-TX,Burnell,87TX,,87TX
87VA,small_airport,Cottonwood Farm Airport,"-78.69560241699219, 38.08110046386719",690,NA,US,US-VA,Crozet,87VA,,87VA
87WA,heliport,Trios Women & Childrens Hospital Heliport,"-119.120221, 46.199343",395,NA,US,US-WA,Kennewick,87WA,,87WA
87WI,small_airport,Quale Airport,"-89.1854019165039, 43.01940155029297",955,NA,US,US-WI,Cottage Grove,87WI,,87WI
87XS,small_airport,Cinco B Ranch Airport,"-99.26280212402344, 29.787700653076172",1457,NA,US,US-TX,Medina,87XS,,87XS
88AK,small_airport,Dutch Landing Strip,"-150.8679962158203, 60.54029846191406",300,NA,US,US-AK,Sterling,88AK,,88AK
88AZ,small_airport,Grapevine Airstrip,"-111.0569167, 33.6409083",2329,NA,US,US-AZ,Roosevelt,88AZ,,88AZ
88C,small_airport,Palmyra Municipal Airport,"-88.59739685058594, 42.88359832763672",851,NA,US,US-WI,Palmyra,88C,,88C
88CA,heliport,Regional Medical Center San Jose H2 Heliport,"-121.848503, 37.361464",120,NA,US,US-CA,San Jose,88CA,,88CA
88CL,heliport,Park Place Heliport,"-117.84600067138672, 33.67290115356445",35,NA,US,US-CA,Irvine,88CL,,88CL
88CO,small_airport,Tranquila Airport,"-104.2490005493164, 38.88610076904297",6320,NA,US,US-CO,Yoder,88CO,,88CO
88D,small_airport,Hinde Airport,"-82.60130310058594, 41.40370178222656",609,NA,US,US-OH,Huron,88D,,88D
88FA,heliport,Tampa Hard Rock Helipad,"-82.370144, 27.9955167",87,NA,US,US-FL,Tampa,88FA,,88FA
88FD,heliport,Bethesda Memorial Hospital Heliport,"-80.07029724121094, 26.50429916381836",55,NA,US,US-FL,Boynton Beach,88FD,,88FD
88FL,heliport,Sailfish Point Heliport,"-80.15670013427734, 27.1697998046875",5,NA,US,US-FL,Sewall's Point,88FL,,88FL
88G,small_airport,Gradolph Field,"-83.73490142822266, 41.9197998046875",673,NA,US,US-MI,Petersburg,88G,,88G
88GA,small_airport,Beaver Creek Airport,"-84.4447021484375, 33.111900329589844",810,NA,US,US-GA,Concord,88GA,,88GA
88IL,closed,Mary's Landing Airport,"-88.733299, 42.413102",910,NA,US,US-IL,Capron,,,
88IN,closed,Gardner Airport,"-85.932198, 39.5798",740,NA,US,US-IN,Boggstown,,,
88IS,small_airport,Blickhan Lndg Area Airport,"-91.3821029663, 40.008399963399995",635,NA,US,US-IL,Quincy,88IS,,88IS
88KY,heliport,Saint Joseph Hospital Heliport,"-84.52519989013672, 38.032901763916016",980,NA,US,US-KY,Lexington,88KY,,88KY
88LA,small_airport,Freebird Field,"-92.13510131835938, 30.1294002532959",20,NA,US,US-LA,Lafayette,88LA,,88LA
88LL,small_airport,Block Airport,"-89.83820343017578, 42.19169998168945",917,NA,US,US-IL,Pearl City,88LL,,88LL
88MN,small_airport,Fox Field,"-93.95030212402344, 44.801700592041016",1000,NA,US,US-MN,Young America,88MN,,88MN
88MO,small_airport,Howell Valley Airport,"-91.80269622802734, 36.701698303222656",950,NA,US,US-MO,West Plains,88MO,,88MO
88NC,small_airport,Corriher Field,"-80.685302734375, 35.63249969482422",840,NA,US,US-NC,Salisbury,88NC,,88NC
88ND,small_airport,Goodman Strip,"-97.99400329589844, 48.708900451660156",1560,NA,US,US-ND,Milton,88ND,,88ND
88NE,small_airport,Ensor Field,"-96.01719665527344, 40.403900146484375",1170,NA,US,US-NE,Johnson,88NE,,88NE
88NV,small_airport,Black Rock City Airport,"-119.212861, 40.757333",3904,NA,US,US-NV,Gerlach,88NV,,88NV
88NY,small_airport,Zelazny Airport,"-78.3583984375, 43.157798767089844",635,NA,US,US-NY,Shelby,88NY,,88NY
88OH,small_airport,Chippewa Field,"-83.31659698486328, 41.599998474121094",596,NA,US,US-OH,Williston,88OH,,88OH
88OI,heliport,Akron City Hospital Heliport,"-81.50029754638672, 41.08110046386719",1368,NA,US,US-OH,Akron,88OI,,88OI
88OK,small_airport,Hilltop Airport,"-97.0906982421875, 36.19340133666992",1070,NA,US,US-OK,Stillwater,88OK,,88OK
88OL,small_airport,Pace Field,"-96.27110290527344, 34.964500427246094",825,NA,US,US-OK,Calvin,88OL,,88OL
88OR,small_airport,Tallman Airport,"-122.97100067138672, 44.56829833984375",303,NA,US,US-OR,Lebanon,88OR,,88OR
88PA,small_airport,Mc Coy Airport,"-80.4131011963, 40.539199829100006",1200,NA,US,US-PA,Clinton,88PA,,88PA
88TA,small_airport,Figure 2 Ranch Airport,"-104.84400177001953, 31.45599937438965",3700,NA,US,US-TX,Van Horn,88TA,,88TA
88TE,small_airport,Thunderbird Southwest Airport,"-96.79920196533203, 29.90169906616211",385,NA,US,US-TX,La Grange,88TE,,88TE
88TN,small_airport,Piney Creek Airport,"-85.779333, 35.4245",1960,NA,US,US-TN,Altamont,88TN,,88TN
88TS,heliport,Fort Wolters Helicopters Heliport,"-98.052001953125, 32.833499908447266",887,NA,US,US-TX,Mineral Wells,88TS,,88TS
88TX,heliport,Christus Mother Frances Hospital - Sulphur Springs Heliport,"-95.599235, 33.158041",476,NA,US,US-TX,Sulphur Springs,88TX,,88TX
88VA,small_airport,Belmont Farm Airport,"-77.99189758300781, 38.37419891357422",305,NA,US,US-VA,Culpeper,88VA,,88VA
88VT,small_airport,Hawk's Nest Airport,"-73.35030364990234, 44.878299713134766",140,NA,US,US-VT,Isle Lamotte,88VT,,88VT
88WA,heliport,Personal 500 Sales Co. Heliport,"-122.2239990234375, 47.20370101928711",50,NA,US,US-WA,Sumner,88WA,,88WA
88WI,small_airport,Nicolet Airport,"-87.86070251464844, 44.50830078125",790,NA,US,US-WI,Green Bay,88WI,,88WI
88XS,small_airport,Bogan & Fontenot Airport,"-94.38770294189453, 30.019100189208984",35,NA,US,US-TX,Nome,88XS,,88XS
89AK,small_airport,Lincoln Village Airpark,"-149.7050018310547, 61.55939865112305",250,NA,US,US-AK,Wasilla,89AK,,89AK
89CA,small_airport,Swanson Ranch Nr 2 Airport,"-119.88400268554688, 36.46659851074219",237,NA,US,US-CA,Riverdale,89CA,,89CA
89CL,heliport,Elwood Onshore Facility Heliport,"-119.91200256347656, 34.430301666259766",15,NA,US,US-CA,Goleta,89CL,,89CL
89CO,small_airport,Vallery Airport,"-103.99199676513672, 40.23889923095703",4480,NA,US,US-CO,Wiggins,89CO,,89CO
89D,small_airport,Kelleys Island Land Field,"-82.68460083007812, 41.60279846191406",598,NA,US,US-OH,Kelleys Island,89D,,89D
89FD,heliport,Tranquility Pad Heliport,"-82.24259948730469, 28.401399612426758",38,NA,US,US-FL,Dade City,89FD,,89FD
89FL,seaplane_base,Lake Hiawassee Seaplane Base,"-81.48090362548828, 28.529199600219727",70,NA,US,US-FL,Orlando,89FL,,89FL
89GE,small_airport,South Fulton Airport,"-84.63880157470703, 33.537601470947266",1025,NA,US,US-GA,Palmetto,89GE,,89GE
89IA,small_airport,Chain Lakes Airpark,"-91.716796875, 42.05139923095703",825,NA,US,US-IA,Cedar Rapids,89IA,,89IA
89IL,closed,UMC Trauma Center Heliport,"-90.526496, 41.5028",695,NA,US,US-IL,Moline,,,
89IN,small_airport,Milhon Airport,"-86.384724, 39.511172",615,NA,US,US-IN,Martinsville,89IN,,89IN
89IS,small_airport,Voges Airstrip,"-89.97509765625, 38.21670150756836",424,NA,US,US-IL,Red Bud,89IS,,89IS
89KS,heliport,Neosho Memorial Regional Hospital Heliport,"-95.47329711914062, 37.67499923706055",988,NA,US,US-KS,Chanute,89KS,,89KS
89KY,heliport,Clark Regional Medical Center Heliport,"-84.19656, 38.00032",988,NA,US,US-KY,Winchester,89KY,,89KY
89LA,heliport,Acadiana One Office Bldg Heliport,"-92.07929992679999, 30.174900054900004",30,NA,US,US-LA,Lafayette,89LA,,89LA
89LL,small_airport,Norman Airport,"-87.7249984741211, 41.3583984375",750,NA,US,US-IL,Peotone,89LL,,89LL
89MN,small_airport,Beskar Airport,"-92.6968994140625, 45.387699127197266",900,NA,US,US-MN,Taylors Falls,89MN,,89MN
89MO,small_airport,Bishop's Landing Airport,"-94.57969665527344, 38.58330154418945",1000,NA,US,US-MO,Westline,89MO,,89MO
89NC,small_airport,Strickland Field,"-79.02359771728516, 34.26639938354492",98,NA,US,US-NC,Fair Bluff,89NC,,89NC
89ND,small_airport,Poleschook Airport,"-101.2490005493164, 47.911399841308594",2245,NA,US,US-ND,Minot,89ND,,89ND
89NE,small_airport,George Airport,"-101.0009994506836, 41.1702995300293",2850,NA,US,US-NE,Hershey,89NE,,89NE
89NJ,small_airport,Strawberry Fields Airport,"-74.72360229492188, 39.489200592041016",45,NA,US,US-NJ,Mays Landing,89NJ,,89NJ
89NY,small_airport,Maxson Airfield,"-75.90034, 44.312002",340,NA,US,US-NY,Alexandria Bay,89NY,AXB,89NY
89OH,heliport,Blanchard Valey Regional Health Center Heliport,"-83.65139770507812, 41.017799377441406",860,NA,US,US-OH,Findlay,89OH,,89OH
89OI,small_airport,Circle C Airport,"-80.98400115966797, 41.03889846801758",1042,NA,US,US-OH,Berlin Center,89OI,,89OI
89OK,small_airport,Neversweat Too Airport,"-94.89749908447266, 35.44309997558594",565,NA,US,US-OK,Sallisaw,89OK,,89OK
89OR,small_airport,Mucky Flat Airport,"-122.71299743652344, 42.597900390625",2000,NA,US,US-OR,Eagle Point,89OR,,89OR
89PA,heliport,Kirschstein Heliport,"-79.62809753417969, 40.46620178222656",1195,NA,US,US-PA,Murrysville,89PA,,89PA
89TA,small_airport,Soaring Club of Houston Gliderport,"-95.96330261230469, 30.192699432373047",308,NA,US,US-TX,Waller,89TA,,89TA
89TE,small_airport,Lajitas International Airport,"-103.6869965, 29.27799988",2630,NA,US,US-TX,Lajitas,89TE,,89TE
89TN,heliport,Edwards Heliport,"-82.293611, 36.4325",1580,NA,US,US-TN,Johnson City,89TN,,89TN
89TS,small_airport,Carter Ranch Airport,"-95.7666015625, 31.56679916381836",215,NA,US,US-TX,Oakwood,89TS,,89TS
89TX,small_airport,Aero-Bee Ranch Airstrip,"-98.41699981689453, 30.87929916381836",1242,NA,US,US-TX,Burnet,89TX,,89TX
89VA,small_airport,Hidden River Airport,"-78.52420043945312, 38.522300720214844",780,NA,US,US-VA,Edinburg,89VA,,89VA
89WA,small_airport,Williams Airpatch Airport,"-122.01899719238281, 48.27069854736328",130,NA,US,US-WA,Arlington,89WA,,89WA
89WI,small_airport,Tuschen Airport,"-90.03209686279297, 42.906898498535156",1060,NA,US,US-WI,Jonesdale,89WI,,89WI
89XS,heliport,Joe Rye Heliport,"-95.30359649658203, 29.5851993560791",49,NA,US,US-TX,Pearland,89XS,,89XS
89Y,small_airport,Maidens Airport,"-84.32360076904297, 42.7333984375",920,NA,US,US-MI,Williamston,89Y,,89Y
8A4,heliport,Indianapolis Downtown Heliport,"-86.148902893066, 39.765899658203",732,NA,US,US-IN,Indianapolis,8A4,,8A4
8A7,small_airport,Twin Lakes Airport,"-80.45680236816406, 35.91490173339844",818,NA,US,US-NC,Mocksville,8A7,,8A7
8AK0,closed,Diamond NN Cannery Airport,"-156.994991, 58.710895",60,NA,US,US-AK,South Naknek,,,
8AK1,small_airport,Jacobus Field,"-145.36300659179688, 62.28030014038086",1670,NA,US,US-AK,Gulkana,8AK1,,8AK1
8AK2,small_airport,Carty's Airstrip,"-151.29400634765625, 60.70249938964844",150,NA,US,US-AK,Kenai,8AK2,,8AK2
8AK3,small_airport,Roland Norton Memorial Airstrip,"-160.1529998779297, 66.76599884033203",360,NA,US,US-AK,Selawik,8AK3,,8AK3
8AK4,closed,Scout Lake Seaplane Base,"-150.852001, 60.534199",245,NA,US,US-AK,Sterling,,,
8AK5,small_airport,Fort Crosby Airport,"-150.265277, 62.513888",650,NA,US,US-AK,Trapper Creek,8AK5,,8AK5
8AK6,small_airport,Little Susitna Airport,"-150.26199340820312, 61.37189865112305",70,NA,US,US-AK,Susitna Station,8AK6,,8AK6
8AK8,small_airport,North Cubs Strip Airport,"-149.682998657, 61.6300010681",350,NA,US,US-AK,Wasilla,8AK8,,8AK8
8AK9,small_airport,Tok 2 Airport,"-143.016929626, 63.308904791",1630,NA,US,US-AK,Tok,8AK9,,8AK9
8AL0,heliport,Mitchell Dam Heliport,"-86.446674, 32.800559",442,NA,US,US-AL,Clanton,8AL0,,8AL0
8AL1,heliport,Med West-Hoover Heliport,"-86.85609, 33.354794",600,NA,US,US-AL,Hoover,8AL1,,8AL1
8AL3,small_airport,Fricks Field Airport,"-86.0885667, 34.1417667",,NA,US,US-AL,Boaz,8AL3,,8AL3
8AL4,heliport,Lay Dam Heliport,"-86.519564, 32.959231",331,NA,US,US-AL,Jemison,8AL4,,8AL4
8AL5,heliport,Plant Gorgas Heliport,"-87.197172, 33.642483",256,NA,US,US-AL,Parrish,8AL5,,8AL5
8AL6,heliport,Air Evac Base 32 Heliport,"-86.049279, 34.660352",612,NA,US,US-AL,Scottsboro,8AL6,,8AL6
8AL8,heliport,Woodland Clinic Heliport,"-85.396754, 33.373278",1119,NA,US,US-AL,Woodland,8AL8,,8AL8
8AL9,heliport,Wiregrass Hospital Heliport,"-85.8916015625, 31.04960060119629",160,NA,US,US-AL,Geneva,8AL9,,8AL9
8AN6,small_airport,Isaacson Airport,"-117.68199920654297, 47.65919876098633",2410,NA,US,US-WA,Medical Lake,8AN6,,8AN6
8AR0,small_airport,Hargrove Airport,"-91.56400299072266, 34.51259994506836",211,NA,US,US-AR,Stuttgart,8AR0,,8AR0
8AR1,small_airport,Totty Field Airport,"-92.6421966553, 36.4893989563",780,NA,US,US-AR,Oakland,8AR1,,8AR1
8AZ5,small_airport,Lizzy Lizard Airport,"-109.056917, 31.897944",4200,NA,US,US-AZ,Portal,8AZ5,,8AZ5
8B2,small_airport,Twin Mountain Airport,"-71.54759979248047, 44.263999938964844",1459,NA,US,US-NH,Twin Mountain,8B2,,8B2
8C2,small_airport,Sully Municipal Airport,"-92.84660339355469, 41.574100494384766",922,NA,US,US-IA,Sully,8C2,,8C2
8C5,small_airport,Toledo Municipal Airport,"-92.5479965209961, 41.98820114135742",960,NA,US,US-IA,Toledo,8C5,,8C5
8C6,small_airport,Traer Municipal Airport,"-92.45800018310547, 42.19919967651367",892,NA,US,US-IA,Traer,8C6,,8C6
8CA0,small_airport,Osborne Airport,"-117.266998291, 34.583900451699996",2900,NA,US,US-CA,Victorville,8CA0,,8CA0
8CA1,heliport,Merle Norman Cosmetics (Sylmar) Heliport,"-118.46499633789062, 34.30500030517578",1215,NA,US,US-CA,Sylmar,8CA1,,8CA1
8CA2,heliport,Auburn Cdf Heliport,"-121.0530014038086, 38.934600830078125",1635,NA,US,US-CA,Auburn,8CA2,,8CA2
8CA3,heliport,High Hill Ranch Heliport,"-120.71800231933594, 38.74209976196289",2885,NA,US,US-CA,Camino,8CA3,,8CA3
8CA4,heliport,Sce Eastern Division Heliport,"-117.35199737548828, 34.10559844970703",1205,NA,US,US-CA,San Bernardino,8CA4,,8CA4
8CA5,small_airport,Pines Airpark,"-117.11000061035156, 33.645599365234375",1420,NA,US,US-CA,Winchester,8CA5,,8CA5
8CA6,heliport,Yucca Valley Service Center Heliport,"-116.41300201416016, 34.1260986328125",3238,NA,US,US-CA,Yucca Valley,8CA6,,8CA6
8CA7,heliport,Platform Henry Heliport,"-119.56099700927734, 34.333099365234375",111,NA,US,US-CA,Carpinteria,8CA7,,8CA7
8CA8,small_airport,Wallom Field,"-121.20800018310547, 38.06740188598633",56,NA,US,US-CA,Lodi,8CA8,,8CA8
8CA9,heliport,Kgtv-10 Parking Lot Heliport,"-117.0979995727539, 32.71979904174805",200,NA,US,US-CA,San Diego,8CA9,,8CA9
8CL0,small_airport,Nichols Farms Airport,"-117.82599639892578, 34.58890151977539",2700,NA,US,US-CA,Palmdale,8CL0,,8CL0
8CL1,small_airport,Lake Wohlford Resort Airport,"-117.002334595, 33.1753473206",1643,NA,US,US-CA,Escondido,8CL1,,8CL1
8CL2,small_airport,Lucchetti Ranch Airport,"-121.22699737548828, 38.423500061035156",96,NA,US,US-CA,Elk Grove,8CL2,,8CL2
8CL3,heliport,NBC-TV Heliport,"-118.33100128173828, 34.15359878540039",505,NA,US,US-CA,Burbank,8CL3,,8CL3
8CL4,heliport,A G Spanos Companies Hq Heliport,"-121.370251, 38.047638",96,NA,US,US-CA,Stockton,8CL4,,8CL4
8CL5,heliport,R I Ai Canoga Park B/2 Helistop,"-118.58699798583984, 34.23360061645508",900,NA,US,US-CA,Los Angeles,8CL5,,8CL5
8CL6,small_airport,Moller Airport,"-122.18900299072266, 39.28850173950195",85,NA,US,US-CA,Maxwell,8CL6,,8CL6
8CL7,heliport,Lodi Memorial Hospital Heliport,"-121.286746, 38.122463",40,NA,US,US-CA,Lodi,8CL7,,8CL7
8CL8,heliport,United Ca Bank Data Processing Ops Heliport,"-118.29199981689453, 34.069698333740234",367,NA,US,US-CA,Los Angeles,8CL8,,8CL8
8CL9,small_airport,Bland Field,"-120.02999877929688, 36.712398529052734",222,NA,US,US-CA,Kerman,8CL9,,8CL9
8CO0,small_airport,Kent Airport,"-104.00299835205078, 40.25279998779297",4480,NA,US,US-CO,Wiggins,8CO0,,8CO0
8CO1,heliport,Prospect Peak Heliport,"-105.52100372314453, 38.47779846191406",8660,NA,US,US-CO,Texas Creek,8CO1,,8CO1
8CO2,small_airport,William Leon Schawo Airport,"-104.20800018310547, 40.670799255371094",4950,NA,US,US-CO,Briggsdale,8CO2,,8CO2
8CO3,heliport,Fremont Peak Heliport,"-105.28600311279297, 38.45389938354492",7100,NA,US,US-CO,Canon City,8CO3,,8CO3
8CO4,small_airport,East Moore Field,"-104.13600158691406, 39.670501708984375",5250,NA,US,US-CO,Byers,8CO4,,8CO4
8CO5,small_airport,Widner Airport,"-107.89199829101562, 38.833900451660156",6020,NA,US,US-CO,Hotchkiss,8CO5,,8CO5
8CO6,heliport,Arkansas Valley Regional Medical Center Heliport,"-103.55000305175781, 37.96139907836914",4124,NA,US,US-CO,La Junta,8CO6,,8CO6
8CO7,small_airport,Colorado Antique Field,"-105.1719970703125, 40.122501373291016",5069,NA,US,US-CO,Niwot,8CO7,,8CO7
8CO8,small_airport,Koenig Airport,"-102.72799682617188, 40.108299255371094",4150,NA,US,US-CO,Yuma,8CO8,,8CO8
8CO9,small_airport,Pine View Airport,"-104.58100128174, 39.344398498535",6572,NA,US,US-CO,Elizabeth,8CO9,,8CO9
8D4,small_airport,Paul C. Miller-Sparta Airport,"-85.67919921875, 43.12739944458008",775,NA,US,US-MI,Sparta,8D4,,8D4
8D6,small_airport,Mc Intosh Municipal Airport,"-101.346000671, 45.9082984924",2251,NA,US,US-SD,Mc Intosh,8D6,,8D6
8D8,small_airport,Lake Andes Municipal Airport,"-98.54039764404297, 43.14799880981445",1475,NA,US,US-SD,Lake Andes,8D8,,8D8
8D9,small_airport,Howard Municipal Airport,"-97.53780364990234, 44.02909851074219",1582,NA,US,US-SD,Howard,8D9,,8D9
8FA0,seaplane_base,Lake Gibson Seaplane Base,"-81.95870208740234, 28.108600616455078",142,NA,US,US-FL,Lakeland,8FA0,,8FA0
8FA4,small_airport,Samsula / Coe Field,"-81.1328315735, 29.0102045831",40,NA,US,US-FL,,8FA4,,
8FD1,small_airport,Buckner Airport,"-82.92759704589844, 30.098800659179688",90,NA,US,US-FL,Mc Alpin,8FD1,,8FD1
8FD2,small_airport,The Flying Horseman Airport,"-82.09429931640625, 29.715200424194336",192,NA,US,US-FL,Melrose,8FD2,,8FD2
8FD3,small_airport,Blackwater Airfield,"-86.85440063476562, 30.877700805664062",200,NA,US,US-FL,Munson,8FD3,,8FD3
8FD4,heliport,Wuesthoff Hospital Emergency Heliport,"-80.73030090332031, 28.33609962463379",100,NA,US,US-FL,Rockledge,8FD4,,8FD4
8FD5,small_airport,Lykes Brighton Airport,"-81.08699798583984, 27.188899993896484",30,NA,US,US-FL,Okeechobee,8FD5,,8FD5
8FD7,heliport,Lucerne Medical Center Heliport,"-81.37870025634766, 28.530799865722656",117,NA,US,US-FL,Orlando,8FD7,,8FD7
8FD8,heliport,Bayflite One Heliport,"-82.62059783935547, 28.193899154663086",55,NA,US,US-FL,Odessa,8FD8,,8FD8
8FD9,heliport,Colony Heliport,"-81.38510131835938, 26.75309944152832",17,NA,US,US-FL,La Belle,8FD9,,8FD9
8FL0,small_airport,Hutson Airfield,"-81.4397964477539, 29.72800064086914",50,NA,US,US-FL,Hastings,8FL0,,8FL0
8FL1,small_airport,Mc Donald's Field,"-81.9156036377, 27.197000503499996",54,NA,US,US-FL,Arcadia,8FL1,,8FL1
8FL2,small_airport,Norton Airport,"-82.10060119628906, 29.001100540161133",67,NA,US,US-FL,Belleview,8FL2,,8FL2
8FL3,small_airport,Back Achers Airport,"-81.99949645996094, 29.072999954223633",90,NA,US,US-FL,Belleview,8FL3,,8FL3
8FL4,heliport,Bay Medical Center Heliport,"-85.64939880371094, 30.157800674438477",30,NA,US,US-FL,Panama City,8FL4,,8FL4
8FL5,heliport,Dancing Oaks Heliport,"-81.8635025024414, 27.948400497436523",107,NA,US,US-FL,Bartow,8FL5,,8FL5
8FL6,small_airport,George T Mc Cutchan Airport,"-86.85189819335938, 30.673500061035156",160,NA,US,US-FL,Harold,8FL6,,8FL6
8FL7,heliport,Capra Farms Heliport,"-82.47589874267578, 29.68549919128418",175,NA,US,US-FL,Gainesville,8FL7,,8FL7
8FL8,heliport,Jacksonville Police Heliport,"-81.65119934082031, 30.325199127197266",77,NA,US,US-FL,Jacksonville,8FL8,,8FL8
8FL9,heliport,Burnt Store Road Heliport,"-82.022228, 26.846631",9,NA,US,US-FL,Punta Gorda,8FL9,,8FL9
